Код строки	Оператор	Вид отхода	Маршрут	Подрядчик	Контейнерная площадка	Район обслуживания	Адрес КП	Блок, квартира	Время вывоза	Всего контейнеров	Количество по факту вывоза	Вид контейнера	Вид вывоза бункера	Категория операции	Комментарий	Информация водителю	Приостановлен	Расторгнут	Обратить внимание	По дням недели	пн	вт	ср	чт	пт	сб	вс	1-я нед.	2-я нед.	3-я нед.	4-я нед.	5-я нед.	1 вс	2 пн	3 вт	4 ср	5 чт	6 пт	7 сб	8 вс	9 пн	10 вт	11 ср	12 чт	13 пт	14 сб	15 вс	16 пн	17 вт	18 ср	19 чт	20 пт	21 сб	22 вс	23 пн	24 вт	25 ср	26 чт	27 пт	28 сб	29 вс	30 пн	31 вт	Ответственный	Дата строки
1 910	Чистый двор	ТБО	Ф1.1_лот3	Фарбе	Л-1347	ленинский район	Нижний Новгород г., Удмуртская ул.67			1	Нет	1,1				ООО Энтиком-инвест АЗС	Нет	Нет	Нет	Да					1			Нет	Нет	Нет	Нет	Нет						1							1							1							1					Миронов Д.М.	29.11.2019 7:30:15
34 699	Чистый двор	Прочее	НеТКОверхЧ		Л-1347	ленинский район	Нижний Новгород г., Удмуртская ул.67				Нет	8 м3			ОКА	ОКА. Энтиком Инвест. 8-921-533-24-25	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 8:55:37
7 397	Чистый двор	ТБО	Л5		Л-444	ленинский район	Нижний Новгород г., Удмуртская ул.7		12:08:00	1	Нет	1,1					Да	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 7:30:20
19 676	Чистый двор	Прочее	НеТКОверхЧ		СОР-116	сормовский район	Нижний Новгород г., Ужгородская ул.49				Нет	20 м3			ОКА	89081615503 Наталья	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 8:55:37
7 680	Чистый двор	ТБО	К2		К-446	канавинский район	Нижний Новгород г., Узбекская ул.1		15:50:00	1	Нет	1,1				Ч/С	Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 7:30:20
748	Чистый двор	КГМ	КГМ_К2		К-446	канавинский район	Нижний Новгород г., Узбекская ул.1		13:30:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 8:49:40
20 732	Чистый двор	КГМ	КГМ_М4_ЧС2 (вт, пт)		М-579	московский район	Нижний Новгород г., Узкая ул.1		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 8:49:41
13 220	Чистый двор	ТБО	ЧС Мск_2 (вт,пт)		М-579	московский район	Нижний Новгород г., Узкая ул.1	2	11:40:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:17
20 735	Чистый двор	КГМ	КГМ_М4_ЧС2 (вт, пт)		М-586	московский район	Нижний Новгород г., Узкая ул.11		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 8:49:41
13 230	Чистый двор	ТБО	ЧС Мск_2 (вт,пт)		М-586	московский район	Нижний Новгород г., Узкая ул.11	1	11:40:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:17
13 231	Чистый двор	ТБО	ЧС Мск_2 (вт,пт)		М-586	московский район	Нижний Новгород г., Узкая ул.11	2	11:40:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:17
20 734	Чистый двор	КГМ	КГМ_М4_ЧС2 (вт, пт)		М-586	московский район	Нижний Новгород г., Узкая ул.11		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 8:49:41
20 733	Чистый двор	КГМ	КГМ_М4_ЧС2 (вт, пт)		М-586	московский район	Нижний Новгород г., Узкая ул.11		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 8:49:41
13 232	Чистый двор	ТБО	ЧС Мск_2 (вт,пт)		М-586	московский район	Нижний Новгород г., Узкая ул.11		11:40:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:17
13 233	Чистый двор	ТБО	ЧС Мск_2 (вт,пт)		М-587	московский район	Нижний Новгород г., Узкая ул.13	1	11:40:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:17
13 234	Чистый двор	ТБО	ЧС Мск_2 (вт,пт)		М-587	московский район	Нижний Новгород г., Узкая ул.13	2	11:40:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:17
20 737	Чистый двор	КГМ	КГМ_М4_ЧС2 (вт, пт)		М-587	московский район	Нижний Новгород г., Узкая ул.13		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 8:49:41
20 736	Чистый двор	КГМ	КГМ_М4_ЧС2 (вт, пт)		М-587	московский район	Нижний Новгород г., Узкая ул.13		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 8:49:41
13 235	Чистый двор	ТБО	ЧС Мск_2 (вт,пт)		М-588	московский район	Нижний Новгород г., Узкая ул.15		11:40:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:17
20 738	Чистый двор	КГМ	КГМ_М4_ЧС2 (вт, пт)		М-588	московский район	Нижний Новгород г., Узкая ул.15		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 8:49:41
13 236	Чистый двор	ТБО	ЧС Мск_2 (вт,пт)		М-589	московский район	Нижний Новгород г., Узкая ул.17		11:40:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:17
20 739	Чистый двор	КГМ	КГМ_М4_ЧС2 (вт, пт)		М-589	московский район	Нижний Новгород г., Узкая ул.17		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 8:49:41
13 221	Чистый двор	ТБО	ЧС Мск_2 (вт,пт)		М-580	московский район	Нижний Новгород г., Узкая ул.2	1	11:40:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:17
20 741	Чистый двор	КГМ	КГМ_М4_ЧС2 (вт, пт)		М-580	московский район	Нижний Новгород г., Узкая ул.2		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 8:49:41
13 222	Чистый двор	ТБО	ЧС Мск_2 (вт,пт)		М-580	московский район	Нижний Новгород г., Узкая ул.2	2	11:40:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:17
20 740	Чистый двор	КГМ	КГМ_М4_ЧС2 (вт, пт)		М-580	московский район	Нижний Новгород г., Узкая ул.2		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 8:49:41
20 742	Чистый двор	КГМ	КГМ_М4_ЧС2 (вт, пт)		М-580	московский район	Нижний Новгород г., Узкая ул.2		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 8:49:41
13 223	Чистый двор	ТБО	ЧС Мск_2 (вт,пт)		М-580	московский район	Нижний Новгород г., Узкая ул.2		11:40:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:17
13 225	Чистый двор	ТБО	ЧС Мск_2 (вт,пт)		М-581	московский район	Нижний Новгород г., Узкая ул.3		11:40:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:17
20 743	Чистый двор	КГМ	КГМ_М4_ЧС2 (вт, пт)		М-581	московский район	Нижний Новгород г., Узкая ул.3		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 8:49:41
20 744	Чистый двор	КГМ	КГМ_М4_ЧС2 (вт, пт)		М-581	московский район	Нижний Новгород г., Узкая ул.3		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 8:49:41
13 224	Чистый двор	ТБО	ЧС Мск_2 (вт,пт)		М-581	московский район	Нижний Новгород г., Узкая ул.3	2	11:40:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:17
20 745	Чистый двор	КГМ	КГМ_М4_ЧС2 (вт, пт)		М-582	московский район	Нижний Новгород г., Узкая ул.5		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 8:49:41
13 226	Чистый двор	ТБО	ЧС Мск_2 (вт,пт)		М-582	московский район	Нижний Новгород г., Узкая ул.5		11:40:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:17
20 746	Чистый двор	КГМ	КГМ_М4_ЧС2 (вт, пт)		М-583	московский район	Нижний Новгород г., Узкая ул.6		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 8:49:41
13 227	Чистый двор	ТБО	ЧС Мск_2 (вт,пт)		М-583	московский район	Нижний Новгород г., Узкая ул.6		11:40:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:17
13 228	Чистый двор	ТБО	ЧС Мск_2 (вт,пт)		М-584	московский район	Нижний Новгород г., Узкая ул.7		11:40:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:17
20 747	Чистый двор	КГМ	КГМ_М4_ЧС2 (вт, пт)		М-584	московский район	Нижний Новгород г., Узкая ул.7		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 8:49:41
20 748	Чистый двор	КГМ	КГМ_М4_ЧС2 (вт, пт)		М-585	московский район	Нижний Новгород г., Узкая ул.9		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 8:49:41
13 229	Чистый двор	ТБО	ЧС Мск_2 (вт,пт)		М-585	московский район	Нижний Новгород г., Узкая ул.9		11:40:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:17
1 436	Чистый двор	ТБО	К2		К-1032	канавинский район	Нижний Новгород г., Украинская ул.1		14:13:00	2	Нет	1,1				Инфекционная больница №9	Нет	Нет	Нет	Да		2			2			Нет	Нет	Нет	Нет	Нет			2			2				2			2				2			2				2			2				2	Миронов Д.М.	29.11.2019 7:30:15
16 172	Чистый двор	КГМ	КГМ_К2		К-448	канавинский район	Нижний Новгород г., Украинская ул.13			1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 8:49:40
595	Чистый двор	ТБО	К2		К-448	канавинский район	Нижний Новгород г., Украинская ул.13		13:45:00	4	Нет	1,1		ЧС ЧД		Ч/С	Нет	Нет	Нет	Да	4	4	4	4	4	4	4	Нет	Нет	Нет	Нет	Нет	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	Миронов Д.М.	29.11.2019 7:30:15
7 520	Чистый двор	ТБО	К2		К-449	канавинский район	Нижний Новгород г., Украинская ул.14		11:28:00	3	Нет	1,1				Автосалон	Да	Нет	Нет	Да	3	3	3	3	3	3	3	Нет	Нет	Нет	Нет	Нет	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Миронов Д.М.	29.11.2019 7:30:20
4 235	Чистый двор	ТБО	Ф0,75_2_лот3	Фарбе	К-1309	канавинский район	Нижний Новгород г., Украинская ул.37			1	Нет	0,75			[1,10,20]	АЗС Ока-Пропан	Нет	Нет	Да	Нет								Нет	Нет	Нет	Нет	Нет	1									1										1												Миронов Д.М.	29.11.2019 7:30:15
3 587	Чистый двор	КГМ	КГМ_К2		К-450	канавинский район	Нижний Новгород г., Украинская ул.48			1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 8:49:40
1 315	Чистый двор	ТБО	К2		К-450	канавинский район	Нижний Новгород г., Украинская ул.48		13:33:00	3	Нет	1,1				ООО Онис	Нет	Нет	Нет	Да	3	3	3	3	3	3	3	Нет	Нет	Нет	Нет	Нет	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Миронов Д.М.	29.11.2019 7:30:15
1 096	Чистый двор	ТБО	Бункер 8м3		К-450	канавинский район	Нижний Новгород г., Украинская ул.48				Нет	8 м3					Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 7:30:15
3 588	Чистый двор	КГМ	КГМ_К2		К-1061	канавинский район	Нижний Новгород г., Украинская ул.50			1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 8:49:40
1 623	Чистый двор	ТБО	К2		К-1061	канавинский район	Нижний Новгород г., Украинская ул.50		13:33:00	3	Нет	1,1				ООО Онис	Нет	Нет	Нет	Да	3	3	3	3	3	3	3	Нет	Нет	Нет	Нет	Нет	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Миронов Д.М.	29.11.2019 7:30:15
2 079	Чистый двор	ТБО	К2		К-1113	канавинский район	Нижний Новгород г., Украинская ул.86А		14:05:00	3	Нет	1,1				ИП Шумский	Нет	Нет	Нет	Да		3			3			Нет	Нет	Нет	Нет	Нет			3			3				3			3				3			3				3			3				3	Миронов Д.М.	29.11.2019 7:30:15
2 923	Чистый двор	ТБО	К2		К-1113	канавинский район	Нижний Новгород г., Украинская ул.86А		14:05:00		Нет	1,1					Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 7:30:15
1 693	РЭП-2	ТБО	Н4		Н-1638	нижегородский район	Нижний Новгород г., Ульянова ул.1		7:24:00	3	Нет	1,1				педуниверситет им.Минина	Нет	Нет	Нет	Да	3		3		3			Нет	Нет	Нет	Нет	Нет		3		3		3			3		3		3			3		3		3			3		3		3			3		Миронов Д.М.	29.11.2019 9:06:52
10 044	РЭП-2	ТБО	Фарбе_лот4_1 0,75	Фарбе	Н-1261	нижегородский район	Нижний Новгород г., Ульянова ул.1		7:24:00	1	Нет	0,75				89049139547	Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:06:54
21 410	РЭП-2	ТБО	НН.8		Н-1638	нижегородский район	Нижний Новгород г., Ульянова ул.1				Нет	8 м3				Пед Университет 8-910-383-24-21	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 9:06:55
17 084	РЭП-2	ТБО	Фарбе_лот4_1 0,75	Фарбе	Н-89	нижегородский район	Нижний Новгород г., Ульянова ул.10		7:20:00	1	Нет	0,75				лобачевский 4623085	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 9:06:55
10 047	РЭП-2	ТБО	Фарбе_лот4_1 0,75	Фарбе	Н-1264	нижегородский район	Нижний Новгород г., Ульянова ул.10А		7:20:00	1	Нет	0,75					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:06:54
8 791	РЭП-2	ТБО	Н4		Н-1265	нижегородский район	Нижний Новгород г., Ульянова ул.10Б		7:36:00	2	Нет	1,1				ООО Ульянова, 10а	Нет	Нет	Нет	Да	2	1	2	1	2			Нет	Нет	Нет	Нет	Нет		2	1	2	1	2			2	1	2	1	2			2	1	2	1	2			2	1	2	1	2			2	1	Миронов Д.М.	29.11.2019 9:06:53
8 792	РЭП-2	ТБО	Н4		Н-1266	нижегородский район	Нижний Новгород г., Ульянова ул.12/36		7:44:00	2	Нет	1,1				ДК 12-00 строго после 7-00 или до 23-00	Нет	Нет	Нет	Да	2	2	2	2	2	2	2	Нет	Нет	Нет	Нет	Нет	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Миронов Д.М.	29.11.2019 9:06:53
12 306	РЭП-2	КГМ	КГМ_Н3		Н-1266	нижегородский район	Нижний Новгород г., Ульянова ул.12/36		10:04:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:56:35
9 621	РЭП-2	КГМ	КГМ_Н3		Н-1267	нижегородский район	Нижний Новгород г., Ульянова ул.26/11		8:03:00		Нет	кгм				411-88-17(вахтер), 8 951 904 15 79ТСЖ Новосёл ПО ЗАЯВКЕ (необходимости в ежедневном вывозе нет)	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 9:56:35
10 039	РЭП-2	ТБО	Н3		Н-1267	нижегородский район	Нижний Новгород г., Ульянова ул.26/11		12:00:00	3	Нет	1,1					Нет	Нет	Нет	Да	3	3	3	3	3	3	3	Нет	Нет	Нет	Нет	Нет	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Миронов Д.М.	29.11.2019 9:06:54
8 793	РЭП-2	ТБО	Н3		Н-1268	нижегородский район	Нижний Новгород г., Ульянова ул.29		10:15:00	3	Нет	1,1					Нет	Нет	Нет	Да	3	3	3	3	3	3	3	Нет	Нет	Нет	Нет	Нет	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Миронов Д.М.	29.11.2019 9:06:53
2 537	РЭП-2	ТБО	ПЭТ_4 лот		Н-1268	нижегородский район	Нижний Новгород г., Ульянова ул.29		16:20:00	1	Нет	1,1рс					Да	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 9:06:52
12 307	РЭП-2	КГМ	КГМ_Н3		Н-1268	нижегородский район	Нижний Новгород г., Ульянова ул.29		8:04:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:56:35
8 794	РЭП-2	ТБО	Н3		Н-1269	нижегородский район	Нижний Новгород г., Ульянова ул.31		16:42:00	1	Нет	1,1				Строго с 07:00 !!! ТСН Дворянское гнездо 4 37 15 07	Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:06:53
2 309	РЭП-2	КГМ	КГМ_Н3		Н-1269	нижегородский район	Нижний Новгород г., Ульянова ул.31		8:00:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:56:35
12 308	РЭП-2	КГМ	КГМ_Н3		Н-1269	нижегородский район	Нижний Новгород г., Ульянова ул.31		8:00:00		Нет	кгм				по ЗАЯВКЕ	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 9:56:35
8 795	РЭП-2	ТБО	Н3		Н-1270	нижегородский район	Нижний Новгород г., Ульянова ул.32А		7:26:00	1	Нет	1,1				соц. реабилит. центр для несовершеннолетних Ласточка    89601710354	Нет	Нет	Нет	Да				1				Нет	Нет	Нет	Нет	Нет					1							1							1							1						Миронов Д.М.	29.11.2019 9:06:53
8 796	РЭП-2	ТБО	Н3		Н-1277	нижегородский район	Нижний Новгород г., Ульянова ул.35		16:44:00	1	Нет	1,1					Нет	Нет	Нет	Да			1					Нет	Нет	Нет	Нет	Нет				1							1							1							1							Миронов Д.М.	29.11.2019 9:06:53
2 931	РЭП-2	ТБО	ПЭТ_4 лот		Н-1278	нижегородский район	Нижний Новгород г., Ульянова ул.36		16:22:00	1	Нет	1,1рс					Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 9:06:52
12 309	РЭП-2	КГМ	КГМ_Н3		Н-1278	нижегородский район	Нижний Новгород г., Ульянова ул.36		8:12:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:56:35
8 797	РЭП-2	ТБО	Н3		Н-1278	нижегородский район	Нижний Новгород г., Ульянова ул.36		10:20:00	1	Нет	1,1					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:06:53
8 798	РЭП-2	ТБО	Н3		Н-1279	нижегородский район	Нижний Новгород г., Ульянова ул.37		10:25:00	2	Нет	1,1					Нет	Нет	Нет	Да	2		2		2			Нет	Нет	Нет	Нет	Нет		2		2		2			2		2		2			2		2		2			2		2		2			2		Миронов Д.М.	29.11.2019 9:06:53
300	РЭП-2	ТБО	Н3		Н-1725	нижегородский район	Нижний Новгород г., Ульянова ул.40/13		7:00:00	1	Нет	1,1				носят на Ульянова 36	Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:06:52
2 311	РЭП-2	КГМ	КГМ_Н3		Н-1725	нижегородский район	Нижний Новгород г., Ульянова ул.40/13		8:08:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:56:35
288	РЭП-2	ТБО	Н3		Н-1723	нижегородский район	Нижний Новгород г., Ульянова ул.41		10:30:00	3	Нет	1,1				псих бол-ца 419-24-75, 419-24-74	Нет	Нет	Нет	Да	3		3	3	3		3	Нет	Нет	Нет	Нет	Нет	3	3		3	3	3		3	3		3	3	3		3	3		3	3	3		3	3		3	3	3		3	3		Миронов Д.М.	29.11.2019 9:06:52
